criterion,max_depth,min_samples_leaf,class_weight,ccp_alpha,bal_mean,bal_std,f1_mean,f1_std,fit_seconds,predict_seconds
gini,15.0,5,,0.0,0.4992176979547932,0.01190566132864219,0.5168321041191917,0.016567698677270946,0.663056967600005,0.011752799199894071
gini,20.0,1,,0.0,0.49900694673851387,0.007042575152256369,0.5109012739496525,0.005419757523096843,0.7539323510000031,0.01210350319997815
gini,15.0,1,,0.0,0.4976044873331906,0.008059905809283662,0.5133879611676896,0.008919945575108017,0.6669148867999866,0.012439226400056213
gini,,20,,0.0,0.4955994395215389,0.006161573589508913,0.5083677601886187,0.005480083076826039,0.6748197693999828,0.011679128800096805
gini,30.0,20,,0.0,0.4955231668355521,0.006147770788665604,0.5082962912370443,0.005523924781478229,0.6782637068001349,0.011681132600097044
gini,20.0,20,,0.0,0.49342127017976745,0.005629231045181828,0.5071825110088727,0.006298046761798568,0.6518730488000074,0.01149839140016411
entropy,10.0,1,,0.0,0.48542064490454795,0.026411326170840306,0.49776738517711216,0.022439017394653638,0.7631117454001469,0.011305669600005785
gini,15.0,20,,0.0,0.4843075887412236,0.0078098745838253315,0.49955754412166875,0.009340343506418838,0.6269271030000709,0.011534342199956882
entropy,10.0,5,,0.0,0.4732818470252876,0.01757182431701786,0.48699746033100616,0.021617442484188613,0.7600248806001219,0.011027737799940951
entropy,10.0,20,,0.0,0.462846954492582,0.014899906643277902,0.47401766165309595,0.010820910387954132,0.7601709863998621,0.011147241599974222
gini,10.0,1,,0.0,0.46246248799649914,0.00929145455449462,0.4772511640084616,0.005107267271557889,0.5084533203999854,0.010920473399983166
gini,10.0,5,,0.0,0.460476906522992,0.008940419346347303,0.47427820002986304,0.003405265186409222,0.5294349766000778,0.011276889399869105
gini,10.0,20,,0.0,0.4521070572192654,0.00834794648092511,0.4612148771934269,0.007234405542189092,0.5446984506002082,0.0121452638001756
entropy,5.0,20,,0.0,0.34064582126121434,0.004801034962541513,0.3153664894237598,0.0017334900087129196,0.515568393400008,0.0113546230000793
entropy,5.0,1,,0.0,0.34052260603377055,0.0044891041386274375,0.3148447927937153,0.0008333997911851858,0.49979105779993915,0.010881700399932016
entropy,5.0,5,,0.0,0.3405178123816118,0.0045316324468834485,0.31482869964861554,0.0008520550249253315,0.5064290930001334,0.011041038600069442
gini,5.0,1,,0.0,0.2719381498293653,0.007087295587401164,0.2483660251466083,0.004378857941843117,0.3605715145999966,0.011606430400024691
gini,5.0,20,,0.0,0.27187478779527324,0.007144549412512744,0.24828180313596016,0.004320657966245587,0.34629640200009815,0.010920085399902746
gini,5.0,5,,0.0,0.2718272468068729,0.007083170861928592,0.24822667057893985,0.004242932489200367,0.34534768180001263,0.01061940460003825
